English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
compulsion,costrizione,0,1,1,0,0,0,0,0,0,0
constraint,costrizione,0,1,1,0,0,1,0,1,0,0
duress,costrizione,0,1,1,0,1,1,0,1,0,0
build,costruire,1,0,0,0,0,0,0,0,0,0
construct,costruire,1,0,0,0,0,0,0,0,0,0
builder,costruttore,0,0,0,0,0,0,0,0,0,0
building,costruzione,1,0,0,0,0,0,0,0,0,0
construction,costruzione,0,0,0,0,0,0,0,0,0,0
fabrication,costruzione,0,1,0,0,0,0,0,0,0,1
costume,costume,0,0,0,0,0,0,0,0,0,0
hone,cote,0,0,0,0,0,0,0,0,0,0
rind,cotenna,0,0,0,0,0,0,0,0,0,0
baking,cottura al forno,0,0,0,0,0,0,0,0,0,0
coursing,coursing,0,1,0,0,0,0,0,0,0,0
lair,covo,0,1,0,0,0,0,0,0,0,0
sheaf,covone,0,0,0,0,0,0,0,0,0,0
cowboy,cowboy,0,0,0,0,0,0,0,0,0,0
coyote,coyote,0,0,0,0,0,1,0,0,0,0
cracker,cracker,0,0,0,0,0,0,0,0,0,0
craig,craig,0,0,0,0,0,0,0,0,0,0
cramp,crampo,0,1,0,1,0,0,0,0,0,0
cranium,cranio,0,0,0,0,0,0,0,0,0,0
skull,cranio,0,0,0,0,0,0,0,0,0,0
craps,craps,0,0,0,1,0,0,0,0,0,0
crater,cratere,0,0,0,0,0,0,0,0,0,0
sauerkraut,crauti,0,0,0,0,0,0,0,0,0,0
tie,cravatta,0,0,0,0,0,0,0,0,0,0
crawl,crawl,0,1,0,0,1,0,0,0,0,0
create,creare,1,0,0,0,0,0,1,0,0,0
make,creare,0,0,0,0,0,0,0,0,0,0
creative,creativo,1,0,0,0,0,0,0,0,0,0
creator,Creatore,0,0,0,0,0,0,0,0,0,0
maker,creatore,0,0,0,0,0,0,0,0,0,0
creature,creatura,0,1,0,0,1,1,0,0,0,0
creation,creazione,0,0,0,0,0,0,0,0,0,0
believing,credendo,1,0,0,0,0,0,0,0,0,1
believer,credente,0,0,0,0,0,0,0,0,0,1
belief,credenza,0,0,0,0,0,0,0,0,0,0
cupboard,credenza,0,0,0,0,0,0,0,0,0,0
sideboard,credenza,0,0,0,0,0,0,0,0,0,0
credential,credenziali,1,0,0,0,0,0,0,0,0,1
credentials,credenziali,0,0,0,0,0,0,0,0,0,0
credible,credibile,1,0,0,0,0,0,0,0,0,1
creditable,credibile,1,0,0,0,0,0,0,0,0,1
credibility,credibilità,1,0,0,0,0,0,0,0,0,1
credence,credito,1,0,0,0,0,0,0,0,0,1
credit,credito,1,0,0,0,0,0,0,0,0,1
creditor,creditore,0,0,0,0,0,0,0,0,0,0
mortgagee,creditore ipotecario,0,0,0,0,0,0,0,0,0,1
creed,credo,0,0,0,0,0,0,0,0,0,0
believed,creduto,0,0,0,0,0,0,0,0,0,1
cream,crema,1,0,0,1,0,0,1,0,1,0
rack,cremagliera,0,1,0,0,0,0,0,1,0,0
cremation,cremazione,0,0,0,0,0,0,0,1,0,0
crimson,cremisi,0,0,0,0,0,0,0,0,0,0
creamy,cremoso,0,0,0,0,0,0,0,0,0,0
creole,creolo,0,0,0,0,0,0,0,0,0,0
crack,crepa,0,1,0,0,0,0,0,0,0,0
crackle,crepitio,0,0,0,0,0,0,0,0,0,0
dusk,crepuscolo,0,0,0,0,0,0,0,0,0,0
nightfall,crepuscolo,0,0,0,0,0,0,0,0,0,0
twilight,crepuscolo,0,0,0,0,0,0,0,0,0,0
crescendo,crescendo,1,0,0,1,0,0,1,0,1,1
rising,crescente,1,0,0,1,0,0,1,0,0,0
grow,crescere,1,0,0,1,0,0,1,0,0,1
growth,crescita,1,0,0,0,0,0,0,0,0,0
overgrowth,crescita eccessiva,0,0,0,0,0,0,0,0,0,0
ridge,cresta,0,0,0,0,0,0,0,0,0,0
clique,cricca,0,0,0,0,0,0,0,0,0,0
crime,crimine,0,1,1,0,0,0,0,0,0,0
felony,crimine,0,1,0,0,0,0,0,0,0,0
mane,criniera,0,0,0,0,0,0,0,0,0,0
crypt,cripta,0,1,0,0,0,1,0,1,0,0
crisis,crisi,0,1,0,0,0,0,0,0,0,0
glassware,cristalleria,0,0,0,0,0,0,0,0,0,0
crystalline,cristallino,0,0,0,0,0,0,0,0,0,0
crystallization,cristallizzazione,0,0,0,0,0,0,0,0,0,0
crystal,cristallo,1,0,0,0,0,0,0,0,0,0
criterion,criterio,0,0,0,0,0,0,0,0,0,0
criticism,critica,0,1,1,0,0,0,0,1,0,0
critique,critica,1,0,0,0,0,0,0,0,0,0
criticize,criticare,0,1,1,0,1,1,0,1,0,0
critic,critico,0,1,0,0,0,0,0,0,0,0
critter,critter,0,0,0,0,1,0,0,0,0,0
cryptography,crittografia,0,0,0,0,0,0,0,0,0,0
riddled,crivellato,0,1,0,0,0,0,0,0,0,0
crisp,croccante,0,1,0,0,0,0,0,0,0,1
crusade,crociata,0,1,1,0,0,1,0,0,0,0
cruciate,crociato,0,1,0,0,0,0,0,0,0,0
cruise,crociera,0,0,0,0,0,0,0,0,0,0
crucifixion,crocifissione,0,1,1,0,1,1,0,1,0,0
crucifix,crocifisso,0,0,0,0,0,0,0,0,0,0
crock,crock,0,0,0,0,0,0,0,0,0,0
bask,crogiolarsi,0,0,0,0,0,0,0,0,0,0
collapse,crollo,0,1,0,0,1,1,0,1,0,0
slump,crollo,0,1,0,0,0,0,0,1,0,0
chromatic,cromatico,0,0,0,0,0,0,0,0,0,0
chromatography,cromatografia,0,0,0,0,0,0,0,0,0,0
chromosome,cromosoma,0,0,0,0,0,0,0,0,0,0
chronicle,cronaca,1,0,0,0,0,0,0,0,0,1
chronic,cronico,0,1,0,0,0,0,0,1,0,0
chronograph,cronografo,0,0,0,0,0,0,0,0,0,0
chronological,cronologico,0,0,0,0,0,0,0,0,0,0
stopwatch,cronometro,0,0,0,0,0,0,0,0,0,0
croquet,croquet,0,0,0,0,0,0,0,0,0,0
crust,crosta,0,0,0,0,0,0,0,0,0,0
tart,crostata,0,0,0,0,0,0,0,0,0,0
croupier,croupier,0,0,0,0,0,0,0,0,0,0
crucial,cruciale,1,0,0,0,0,0,0,0,0,1
cruel,crudele,0,1,1,0,1,1,0,1,0,0
heartless,crudele,0,1,0,0,0,0,0,1,0,0
cruelly,crudelmente,0,1,1,0,0,1,0,0,0,0
cruelty,crudeltà,0,1,1,0,1,1,0,1,0,0
uncooked,crudo,0,0,0,0,0,0,0,0,0,0
bran,crusca,0,0,0,0,1,0,0,0,0,0
dashboard,cruscotto,0,0,0,0,0,0,0,0,0,0
cubicle,cubicolo,0,0,0,0,0,0,0,0,0,0
cube,cubo,0,0,0,0,0,0,0,0,0,1
bunk,cuccetta,0,0,0,0,0,0,0,0,0,0
spoonful,cucchiaiata,0,0,0,0,0,0,0,0,0,0
spoon,cucchiaio,0,0,0,0,0,0,0,0,0,0
tablespoon,cucchiaio,0,0,0,0,0,0,0,0,0,0
cub,cucciolo,0,0,0,0,0,0,0,0,0,0
pup,cucciolo,0,0,0,0,0,0,0,0,0,0
puppy,cucciolo,1,0,0,1,0,0,0,0,0,1
cooking,cucina,0,0,0,0,0,0,0,0,0,0
cuisine,cucina,0,0,0,0,0,0,0,0,0,0
kitchen,cucina,0,0,0,0,0,0,0,0,0,0
sew,cucire,0,0,0,0,0,0,0,0,0,0
seam,cucitura,0,0,0,0,0,0,0,0,0,0
cuckoo,cuculo,0,1,0,0,0,0,0,0,0,0
breech,culatta,0,0,0,0,0,0,0,0,0,0
culinary,culinario,1,0,0,0,0,0,0,0,0,1
cot,culla,0,0,0,0,0,0,0,0,0,0
cradle,culla,1,0,0,1,0,0,1,0,0,1
culminate,culminare,0,0,0,0,0,0,0,0,0,0
culmination,culmine,1,0,0,0,0,0,0,0,0,0
ass,culo,0,1,0,0,0,0,0,0,0,0
bum,culo,0,1,0,0,1,0,0,1,0,0
cult,culto,0,1,0,0,0,1,0,0,0,0
worship,culto,1,0,0,1,0,1,1,0,0,1
culture,cultura,1,0,0,0,0,0,0,0,0,0
cumulus,cumulo,0,0,0,0,0,0,0,0,0,0
dump,cumulo di rifiuti,0,0,0,0,0,0,0,0,0,0
wedge,cuneo,0,0,0,0,0,0,0,0,0,0
simmer,cuocere a fuoco lento,0,0,1,1,0,0,0,0,0,0
cook,cuoco,0,0,0,0,0,0,0,0,0,0
scalp,cuoio capelluto,0,0,0,0,0,0,0,0,0,0
rawhide,cuoio non conciato,0,0,0,0,0,0,0,0,0,0
heart,cuore,0,0,0,0,0,0,0,0,0,0
hearts,cuori,0,0,0,0,0,0,0,0,0,0
dour,cupo,0,1,0,0,0,0,0,0,0,0
gloomy,cupo,0,1,0,0,0,0,0,1,0,0
dome,cupola,0,0,0,0,0,0,0,0,0,0
cur,cur,0,1,1,0,1,1,0,0,0,0
care,cura,0,0,0,0,0,0,0,0,0,0
curable,curabile,1,0,0,0,0,0,0,0,0,1
curative,curativo,0,0,0,0,0,0,0,0,0,0
curate,curato,0,0,0,0,0,0,0,0,0,0
curator,curatore,0,0,0,0,0,0,0,0,0,0
turmeric,curcuma,0,0,0,0,0,0,0,0,0,0
curiosity,curiosità,1,0,0,1,0,0,0,0,1,0
inquisitive,curioso,1,0,0,0,0,0,0,0,0,0
curry,curry,0,0,0,0,0,0,0,0,0,0
curve,curva,0,0,0,0,0,0,0,0,0,0
bending,curvatura,0,0,0,0,0,0,0,0,0,0
camber,curvatura,0,0,0,0,0,0,0,0,0,0
curvature,curvatura,0,0,0,0,0,0,0,0,0,0
curvilinear,curvilineo,0,0,0,0,0,0,0,0,0,0
curved,curvo,0,0,0,0,0,0,0,0,0,0
bearings,Cuscinetti,0,0,0,0,0,0,0,0,0,0
bearing,cuscinetto,0,0,0,0,0,0,0,0,0,0
cushion,cuscino,1,0,0,0,0,0,0,0,0,0
pillow,cuscino,1,0,0,0,0,0,0,0,0,0
cusp,cuspide,0,0,0,0,0,0,0,0,0,0
caretaker,custode,1,0,0,0,0,0,0,0,0,1
custodian,custode,0,0,0,0,0,0,0,0,0,1
keeper,custode,0,0,0,0,0,0,0,0,0,0
warden,custode,0,1,1,0,0,1,0,0,0,1
custody,custodia,0,0,0,0,0,0,0,0,0,1
safekeeping,custodia,0,0,0,0,0,0,0,0,0,1
remand,custodia cautelare,0,1,1,0,0,0,0,0,0,0
cutaneous,cutaneo,0,0,0,0,0,0,0,0,0,0
cuticle,cuticola,0,0,0,0,0,0,0,0,0,0
cwt,cwt,0,0,0,0,0,0,0,0,0,0
henceforth,d'ora in poi,0,0,0,0,0,0,0,0,0,0
golden,d'oro,0,0,0,0,0,0,0,0,0,0
saintly,da santo,1,0,0,1,0,0,1,0,1,1
undiscovered,da scoprire,0,0,0,0,0,0,0,0,1,0
dice,dadi,0,0,0,0,0,0,0,0,0,0
dado,dado,0,0,0,0,0,0,0,0,0,0
doe,daino,0,0,0,0,0,0,0,0,0,0
dak,dak,0,0,0,0,0,0,0,0,0,0
tailed,dalla coda,0,0,0,0,0,0,0,0,0,0
checkers,dama,0,0,0,0,0,0,0,0,0,0
dame,dama,1,0,1,0,1,0,0,0,0,1
dandy,damerino,0,1,0,0,1,0,0,0,0,0
bridesmaid,damigella d'onore,1,0,0,0,0,0,1,0,0,1
damn,Dannazione,0,1,1,0,1,0,0,0,0,0
damnation,dannazione,0,1,1,0,0,1,0,1,0,0
impair,danneggiare,0,1,0,0,0,0,0,0,0,0
damage,danno,0,1,1,0,1,0,0,1,0,0
harm,danno,0,1,0,0,0,1,0,0,0,0
detrimental,dannoso,0,1,0,0,0,0,0,0,0,0
harmful,dannoso,0,1,1,0,1,1,0,1,0,0
injurious,dannoso,0,1,1,0,0,1,0,1,0,0
dance,danza,1,0,0,0,0,0,1,0,0,1
dart,dardo,0,0,0,0,0,1,0,0,0,0
giving,dare,1,0,0,0,0,0,0,0,0,0
yield,dare la precedenza,0,0,0,0,0,0,0,0,0,0
dastardly,dastardly,0,1,1,0,1,1,0,0,0,0
date,data,0,0,0,0,0,0,0,0,0,0
database,Database,0,0,0,0,0,0,0,0,0,0
data,dati,0,0,0,0,0,0,0,0,0,0
employer,datore di lavoro,0,0,0,0,0,0,0,0,0,0
typist,dattilografo,0,0,0,0,0,0,0,0,0,0
afore,davanti a,0,0,0,0,0,0,0,0,0,0
sill,davanzale,0,0,0,0,0,0,0,0,0,0
goddess,dea,0,0,0,0,0,0,0,0,0,0
debt,debito,0,1,0,0,0,0,0,1,0,0
debtor,debitore,0,1,0,0,0,0,0,0,0,0
obligor,debitore,0,1,0,0,0,1,0,0,0,0
mortgagor,debitore ipotecario,0,0,0,0,0,1,0,0,0,0
feeble,debole,0,1,0,0,0,0,0,1,0,0
weakness,debolezza,0,1,0,0,0,0,0,0,0,0
weakly,debolmente,0,1,0,0,0,1,0,1,0,0
debut,debutto,0,0,0,0,0,0,0,0,0,0
forfeiture,decadenza,0,1,0,0,0,1,0,1,0,0
decay,decadimento,0,1,0,0,0,1,0,1,0,0
lapsed,decaduto,0,0,0,0,0,0,0,0,0,0
dean,decano,0,0,0,0,0,0,0,0,0,0
decade,decennio,0,0,0,0,0,0,0,0,0,0
decent,decente,1,0,0,0,0,0,0,0,0,0
decency,decenza,1,0,0,0,0,0,0,0,0,0
deciduous,deciduo,0,0,0,0,0,0,0,0,0,0
decipher,decifrare,0,0,0,0,0,0,0,0,0,0
tithe,decima,0,0,0,0,0,0,0,0,0,0
decimal,decimale,0,0,0,0,0,0,0,0,0,0
tenths,decimi,0,0,0,0,0,0,0,0,0,0
tenth,decimo,0,0,0,0,0,0,0,0,0,0
decidedly,decisamente,0,0,0,0,0,0,0,0,0,0
resolutely,decisamente,1,0,0,0,0,0,0,0,0,0
decision,decisione,0,0,0,0,0,0,0,0,0,0
decisive,decisivo,0,0,0,0,0,0,0,0,0,0
rant,declamazione,0,0,0,0,0,0,0,0,0,0
declination,declinazione,0,1,0,0,0,0,0,0,0,0
decline,declino,0,1,0,0,0,0,0,0,0,0
wane,declino,0,1,0,0,0,0,0,1,0,0
discoloration,decolorazione,0,1,0,0,1,0,0,0,0,0
decompose,decomporre,0,0,0,0,1,0,0,0,0,0
decomposition,decomposizione,0,1,0,0,1,1,0,1,0,0
decomposed,decomposto,0,0,0,0,0,0,0,1,0,0
decorate,decorare,0,0,0,0,0,0,0,0,0,0
decoration,decorazione,0,0,0,0,0,0,0,0,0,0
ornamentation,decorazione,0,0,0,0,0,0,0,0,0,0
decorum,decoro,0,0,0,0,0,0,0,0,0,0
decrepit,decrepito,0,1,0,0,0,0,0,0,0,0
dilapidated,decrepito,0,1,0,0,1,0,0,1,0,0
decreasing,decrescente,0,0,0,0,0,0,0,0,0,0
decree,decreto,0,0,0,0,0,0,0,0,0,0
ordinance,decreto,0,0,0,0,0,0,0,0,0,1
decry,decry,0,1,1,0,0,0,0,0,0,0
devote,dedicare,0,0,0,0,0,0,0,0,0,0
dedication,dedizione,1,0,0,0,0,0,0,0,0,0
deduce,dedurre,0,0,0,0,0,0,0,0,0,0
deference,deferenza,1,0,0,0,0,0,0,0,0,1
defection,defezione,0,1,0,0,0,1,0,0,0,0
moron,deficiente,0,1,0,0,0,0,0,0,0,0
deficit,deficit,0,1,0,0,0,0,0,0,0,0
define,definire,0,0,0,0,0,0,0,0,0,0
definitive,definitivo,1,0,0,0,0,0,0,0,0,1
defined,definito,0,0,0,0,0,0,0,0,0,0
definition,definizione,0,0,0,0,0,0,0,0,0,0
deflation,deflazione,0,1,0,0,0,1,0,0,0,0
deflect,deflettere,0,0,0,0,0,0,0,0,0,0
baffle,deflettore,0,0,0,0,0,0,0,0,0,0
defloration,deflorazione,0,0,0,0,0,0,0,0,0,0
deform,deformare,0,1,0,0,1,0,0,0,0,0
warped,deformato,0,1,0,0,0,0,0,0,0,0
deformed,deforme,0,1,0,0,1,0,0,1,0,0
deformity,deformità,0,1,0,0,1,1,0,1,0,0
bereaved,defunto,0,1,0,0,0,0,0,1,0,0
deceased,defunto,0,1,0,0,0,0,0,1,0,0
defunct,defunto,0,1,0,0,0,0,0,1,0,0
degenerate,degenerato,0,1,0,0,0,0,0,0,0,0
degeneracy,degenerazione,0,1,1,0,1,0,0,1,0,0
degeneration,degenerazione,0,0,0,0,0,0,0,0,0,0
worthy,degno,1,0,0,0,0,0,0,0,0,1
noteworthy,degno di nota,0,0,0,0,0,0,0,0,0,0
degrading,degradante,0,1,0,0,1,1,0,1,0,0
degrade,degradare,0,1,0,0,1,0,0,0,0,0
degradation,degradazione,0,1,0,0,0,0,0,0,0,0
tasting,degustazione,0,0,0,0,0,0,0,0,0,0
gubernatorial,del governatore,1,0,0,0,0,0,0,0,0,1
proxy,delega,0,0,0,0,0,0,0,0,0,1
delegate,delegato,1,0,0,0,0,0,0,0,0,1
delegation,delegazione,0,0,0,0,0,0,0,0,0,0
deleterious,deleterio,0,1,1,0,1,1,0,0,0,0
dolphin,delfino,1,0,0,0,0,0,1,0,1,1
deliberative,deliberativo,0,0,0,0,0,0,0,0,0,0
deliberation,deliberazione,0,0,0,0,0,0,0,0,0,0
delicacy,delicatezza,0,0,0,0,0,0,0,0,0,0
dainty,delicato,0,0,0,0,0,0,0,0,0,0
sensitive,delicato,0,0,0,0,0,0,0,0,0,0
delineate,delineare,0,0,0,0,0,0,0,0,0,0
delineation,delineazione,0,0,0,0,0,0,0,0,0,0
delinquent,delinquente,0,1,1,0,1,0,0,0,0,0
criminality,delinquenza,0,1,1,0,1,1,0,0,0,0
delinquency,delinquenza,0,1,0,0,0,0,0,0,0,0
delirious,delirante,0,1,0,0,0,0,0,1,0,0
delusional,delirante,0,1,1,0,0,1,0,0,0,0
delirium,delirio,0,1,0,0,1,0,0,1,0,0
raving,delirio,0,1,1,1,0,1,1,0,1,0
delight,delizia,1,0,0,1,0,0,1,0,0,0
delectable,delizioso,1,0,0,0,0,0,0,0,0,0
delicious,delizioso,1,0,0,0,0,0,1,0,0,0
delightful,delizioso,1,0,0,1,0,0,1,0,0,1
scrumptious,delizioso,1,0,0,0,0,0,0,0,0,0
delta,delta,0,0,0,0,0,0,0,0,0,0
elucidation,delucidazione,0,0,0,0,0,0,0,0,0,0
disappointing,deludente,0,1,0,0,0,0,0,1,0,0
disappoint,deludere,0,1,1,0,1,0,0,1,0,0
disappointment,delusione,0,1,0,0,1,0,0,1,0,0
disappointed,deluso,0,1,1,0,1,0,0,1,0,0
demented,demente,0,1,0,0,0,1,0,0,0,0
dementia,demenza,0,1,0,0,0,1,0,1,0,0
demos,demo,0,0,0,0,0,0,0,0,0,0
democrat,democratico,0,0,0,0,0,0,0,0,0,0
democracy,democrazia,1,0,0,0,0,0,0,0,0,0
demolish,demolire,0,1,1,0,0,0,0,1,0,0
demolition,demolizione,0,1,0,0,0,0,0,0,0,0
daemon,demone,0,1,1,0,1,1,0,1,1,0
demon,demone,0,1,1,0,1,1,0,1,0,0
demonic,demonico,0,1,1,0,1,1,0,1,0,0
demoralized,demoralizzato,0,1,0,0,0,1,0,1,0,0
disparage,denigrare,0,1,1,0,1,0,0,1,0,0
denominator,denominatore,0,0,0,0,0,0,0,0,0,0
denomination,denominazione,0,0,0,0,0,0,0,0,0,0
naming,denominazione,0,0,0,0,0,0,0,0,0,0
denote,denotare,0,0,0,0,0,0,0,0,0,0
density,densità,0,0,0,0,0,0,0,0,0,0
dense,denso,0,0,0,0,0,0,0,0,0,0
toothed,dentata,0,0,0,0,0,0,0,0,0,0
tooth,dente,0,0,0,0,0,0,0,0,0,0
ratchet,dente di arresto,0,0,0,0,0,0,0,0,0,0
notched,dentellato,0,0,0,0,0,0,0,0,0,0
indentation,dentellatura,0,0,0,0,0,0,0,0,0,0
indenture,dentellatura,0,1,1,0,0,0,0,0,0,0
teeth,denti,0,0,0,0,0,0,0,0,0,0
inside,dentro,0,0,0,0,0,0,0,0,0,0
complaint,denuncia,0,1,1,0,0,0,0,0,0,0
denunciation,denuncia,0,1,1,0,1,1,0,0,0,0
denounce,denunciare,0,1,1,0,1,0,0,0,0,0
deodorant,deodorante,0,0,0,0,0,0,0,0,0,0
perishable,deperibile,0,1,0,0,0,0,0,0,0,0
deplore,deplorare,0,1,1,0,1,0,0,1,0,0
deplorable,deplorevole,0,1,1,0,1,1,0,1,0,0
regrettable,deplorevole,0,1,0,0,0,0,0,1,0,0
deport,deportare,0,1,0,0,0,1,0,1,0,0
deportation,deportazione,0,1,1,0,0,1,0,1,0,0
depositary,depositario,0,0,0,0,0,0,0,0,0,0
deposit,deposito,0,0,0,0,0,0,0,0,0,0
depository,deposito,0,0,0,0,0,0,0,0,0,1
depot,deposito,0,0,0,0,0,0,0,0,0,0
repository,deposito,0,0,0,0,0,0,0,0,0,0
deposition,deposizione,0,0,0,0,0,0,0,0,0,0
depraved,depravato,0,1,1,1,1,1,0,1,0,0
depravity,depravazione,0,1,1,0,1,0,0,0,0,0
depression,depressione,0,1,0,0,0,0,0,1,0,0
doldrums,depressione,0,1,0,0,0,0,0,1,0,0
trough,depressione,0,0,0,0,0,0,0,0,0,0
depressive,depressiva,0,1,0,0,0,0,0,1,0,0
depressed,depresso,0,1,1,0,0,1,0,1,0,0
depreciated,deprezzato,0,1,1,0,1,1,0,1,0,0
depressing,deprimente,0,1,0,0,1,0,0,1,0,0
depress,deprimere,0,1,0,0,0,1,0,1,0,0
derail,deragliare,0,0,0,0,0,0,0,0,0,0
derelict,derelitto,0,1,0,0,0,0,0,0,0,0
scoff,deridere,0,1,1,0,1,0,0,0,0,0
derision,derisione,0,1,1,0,1,0,0,0,0,0
drift,deriva,0,0,0,0,0,0,0,0,0,0
derive,derivare,0,0,0,0,0,0,0,0,0,0
derivative,derivato,0,0,0,0,0,0,0,0,0,0
derivation,derivazione,0,0,0,0,0,0,0,0,0,0
shunt,derivazione,0,0,0,0,0,0,0,0,0,0
dermatology,dermatologia,0,0,0,0,0,0,0,0,0,0
dermatologist,dermatologo,0,0,0,0,0,0,0,0,0,1
dermal,dermica,0,0,0,0,0,0,0,0,0,0
derogation,deroga,0,1,1,0,1,1,0,1,0,0
descriptive,descrittivo,1,0,0,0,0,0,0,0,0,0
describe,descrivere,0,0,0,0,0,0,0,0,0,0
description,descrizione,0,0,0,0,0,0,0,0,0,0
desert,deserto,0,1,1,0,1,1,0,1,0,0
deserted,deserto,0,1,1,0,1,1,0,1,0,0
desirable,desiderabile,1,0,0,0,0,0,0,0,0,0
desirability,desiderabilità,0,0,0,0,0,0,0,0,0,0
desiring,desiderando,1,0,0,0,0,0,0,0,0,0
desirous,desideroso,1,0,0,0,0,0,0,0,0,0
eager,desideroso,1,0,0,1,0,0,1,0,1,1
wishful,desideroso,0,0,0,1,0,0,0,0,0,0
design,design,0,0,0,0,0,0,0,0,0,0
designate,designare,0,0,0,0,0,0,0,0,0,0
designation,designazione,0,0,0,0,0,0,0,0,0,1
designer,designer,1,0,0,0,0,0,0,0,0,0
desist,desistere,0,1,1,0,1,0,0,0,0,0
distressing,desolante,0,1,1,0,0,1,0,0,0,0
desolation,desolazione,0,1,0,0,0,1,0,1,0,0
addressee,destinatario,0,0,0,0,0,0,0,0,0,0
consignee,destinatario,0,0,0,0,0,0,0,0,0,0
recipient,destinatario,0,0,0,1,0,0,0,0,0,0
destined,destinato,0,0,0,1,0,0,0,0,0,0
intended,destinato,1,0,0,1,0,0,0,0,0,0
destination,destinazione,1,0,0,1,0,1,1,1,1,0
destiny,destino,0,0,0,0,0,0,0,0,0,0
doom,destino,0,1,0,0,0,1,0,0,0,0
fate,destino,0,1,0,1,0,0,0,0,0,0
juggle,destreggiarsi,0,0,0,0,0,0,0,0,0,0
dexterity,destrezza,1,0,0,0,0,0,0,0,0,0
dexter,destro,0,0,0,0,0,0,0,0,0,0
dextrose,destrosio,0,0,0,0,0,0,0,0,0,0
detector,detector,0,0,0,0,0,0,0,0,0,0
detain,detenere,0,1,0,0,0,0,0,0,0,0
detainee,detenuto,0,1,1,1,0,1,0,1,0,0
detention,detenzione,0,1,0,0,0,0,0,1,0,0
holding,detenzione,0,0,0,0,0,0,0,0,0,0
cleansing,detergente,1,0,0,0,0,0,0,0,0,0
deterioration,deterioramento,0,1,1,0,1,1,0,1,0,0
deteriorate,deteriorarsi,0,1,0,0,0,1,0,1,0,0
deteriorated,deteriorata,0,1,0,0,1,0,0,1,0,0
determinable,determinabile,0,0,0,0,0,0,0,0,0,0
determinate,determinato,0,0,0,1,0,0,0,0,0,1
determined,determinato,1,0,0,0,0,0,0,0,0,0
determination,determinazione,1,0,0,0,0,0,0,0,0,1
detergent,detersivo,0,0,0,0,0,0,0,0,0,0
detest,detestare,0,1,1,0,1,0,0,0,0,0
loathe,detestare,0,1,1,0,1,0,0,0,0,0
detonate,detonare,0,1,0,0,0,1,0,0,1,0
detonation,detonazione,0,0,1,0,0,0,0,0,0,0
deduct,detrarre,0,1,0,0,0,0,0,0,0,0
detract,detrarre,0,1,1,0,0,0,0,0,0,0
deduction,detrazione,0,0,0,0,0,0,0,0,0,0
detriment,detrimento,0,1,0,0,0,0,0,0,0,0
debris,detriti,0,1,0,0,1,0,0,0,0,0
detritus,detriti,0,1,0,0,0,0,0,0,0,0
details,dettagli,0,0,0,0,0,0,0,0,0,0
itemize,dettagliare,0,0,0,0,0,0,0,0,0,0
detail,dettaglio,0,0,0,0,0,0,0,0,0,0
dictate,dettare,0,0,0,0,0,0,0,0,0,0
dictation,dettatura,0,0,0,0,0,0,0,0,0,0
dictum,detto,0,0,0,0,0,0,0,0,0,1
devastating,devastante,0,1,1,0,1,1,0,1,0,1
devastate,devastare,0,1,1,0,0,1,0,1,0,0
devastation,devastazione,0,1,1,0,0,1,0,1,1,0
havoc,devastazione,0,1,1,0,0,1,0,0,0,0
deviating,deviando,0,0,0,0,0,0,0,0,0,0
diverting,deviando,0,0,0,0,0,0,0,0,0,0
deviate,deviare,0,0,0,0,0,0,0,0,0,0
divert,deviare,0,0,0,0,0,0,0,0,0,0
deflection,deviazione,0,0,0,0,0,0,0,0,0,0
detour,deviazione,0,0,0,0,0,0,0,0,0,0
deviation,deviazione,0,0,0,0,0,0,0,1,0,0
diversion,deviazione,1,0,0,0,0,0,0,0,1,0
devolution,devoluzione,0,1,0,0,0,0,0,0,0,0
devolve,devolvere,0,0,0,0,0,0,0,0,0,0
devotee,devoto,0,0,0,0,0,0,0,0,0,0
devout,devoto,1,0,0,1,0,0,1,0,0,1
godly,devoto,1,0,0,0,0,0,1,0,0,1
bedtime,di andare a dormire,0,0,0,0,0,0,0,0,0,0
staple,di base,0,0,0,0,0,0,0,0,0,0
personable,di bell&#39;aspetto,1,0,0,0,0,0,0,0,0,0
apace,di buon passo,0,0,0,0,0,0,0,0,0,0
thereof,di ciò,0,0,0,0,0,0,0,0,0,0
cotton,di cotone,0,0,0,0,0,0,0,0,0,0
heartily,di cuore,1,0,0,0,0,0,1,0,0,0
devotional,di devozione,1,0,0,0,0,0,0,0,0,1
facing,di fronte,0,0,0,0,0,0,0,0,0,0
opposite,di fronte,0,0,0,0,0,0,0,0,0,0
rubber,di gomma,0,0,0,0,0,0,0,0,0,0
woolly,di lana,0,0,0,0,0,0,0,0,0,0
wood,di legno,0,0,0,0,0,0,0,0,0,0
wooden,di legno,0,0,0,0,0,0,0,0,0,0
tidal,di marea,0,0,0,0,0,0,0,0,0,0
trendy,di moda,1,0,0,0,0,0,0,0,0,0
named,di nome,0,0,0,0,0,0,0,0,0,0
afresh,di nuovo,0,0,0,0,0,0,0,0,0,0
anew,di nuovo,0,0,0,0,0,0,0,0,0,0
whit,di Pentecoste,0,0,0,0,0,0,0,0,0,0
fishy,di pesce,0,0,0,0,0,0,0,0,0,0
purposely,di proposito,0,0,0,0,0,0,0,0,0,0
